x	rho	u	p	e	rho_E	u_E	p_E	e_E
0.4925	1	0.5	1	2.5	1	0.5	1	2.5
0.4975	1	0.5	1	2.5	1	0.5	1	2.5
0.5025	1	0.5	1	2.5	1	0.5	1	2.5
0.5075	1	0.5	1	2.5	1	0.5	1	2.5
0.5125	1	0.5	1	2.5	1	0.5	1	2.5
0.5175	1	0.5	1	2.5	1	0.5	1	2.5
0.5225	1	0.5	1	2.5	1	0.5	1	2.5
0.5275	1	0.5	1	2.5	1	0.5	1	2.5
0.5325	1	0.5	1	2.5	1	0.5	1	2.5
0.5375	1	0.5	1	2.5	1	0.5	1	2.5
0.5425	1	0.5	1	2.5	1	0.5	1	2.5
0.5475	1	0.5	1	2.5	1	0.5	1	2.5
0.5525	1	0.5	1	2.5	1	0.5	1	2.5
0.5575	1	0.5	1	2.5	1	0.5	1	2.5
0.5625	1	0.5	1	2.5	1	0.5	1	2.5
0.5675	1	0.5	1	2.5	1	0.5	1	2.5
0.5725	1	0.5	1	2.5	1	0.5	1	2.5
0.5775	1	0.5	1	2.5	1	0.5	1	2.5
0.5825	1	0.5	1	2.5	1	0.5	1	2.5
0.5875	1	0.5	1	2.5	1	0.5	1	2.5
0.5925	1	0.5	1	2.5	1	0.5	1	2.5
0.5975	1	0.5	1	2.5	1	0.5	1	2.5
0.6025	1	0.5	1	2.5	1	0.5	1	2.5
0.6075	1	0.5	1	2.5	1	0.5	1	2.5
0.6125	1	0.5	1	2.5	1	0.5	1	2.5
0.6175	1	0.5	1	2.5	1	0.5	1	2.5
0.6225	1	0.5	1	2.5	1	0.5	1	2.5
0.6275	1	0.5	1	2.5	1	0.5	1	2.5
0.6325	1	0.5	1	2.5	1	0.5	1	2.5
0.6375	1	0.5	1	2.5	1	0.5	1	2.5
0.6425	1	0.5	1	2.5	1	0.5	1	2.5
0.6475	1	0.5	1	2.5	1	0.5	1	2.5
0.6525	1	0.5	1	2.5	1	0.5	1	2.5
0.6575	0.999999	0.5	1	2.5	1	0.5	1	2.5
0.6625	0.999998	0.5	1	2.50001	1	0.5	1	2.5
0.6675	0.999994	0.5	1	2.50001	1	0.5	1	2.5
0.6725	0.999985	0.5	1	2.50004	1	0.5	1	2.5
0.6775	0.999961	0.5	1	2.5001	1	0.5	1	2.5
0.6825	0.999902	0.5	1	2.50025	1	0.5	1	2.5
0.6875	0.99975	0.5	1	2.50063	1	0.5	1	2.5
0.6925	0.999363	0.5	1	2.50159	1	0.5	1	2.5
0.6975	0.99838	0.5	1	2.50406	1	0.5	1	2.5
0.7025	0.995836	0.5	1	2.51045	1	0.5	1	2.5
0.7075	0.989703	0.5	1	2.52601	1	0.5	1	2.5
0.7125	0.972397	0.5	1	2.57097	1	0.5	1	2.5
0.7175	0.935882	0.5	1	2.67128	1	0.5	1	2.5
0.7225	0.881296	0.5	1	2.83673	1	0.5	1	2.5
0.7275	0.81341	0.5	1	3.07348	1	0.5	1	2.5
0.7325	0.739072	0.5	1	3.38262	1	0.5	1	2.5
0.7375	0.665514	0.5	1	3.7565	1	0.5	1	2.5
0.7425	0.596667	0.5	1	4.18994	1	0.5	1	2.5
0.7475	0.533228	0.5	1	4.68843	1	0.5	1	2.5
0.7525	0.475571	0.5	1	5.25684	0.138	0.5	1	18.1159
0.7575	0.42384	0.5	1	5.89845	0.138	0.5	1	18.1159
0.7625	0.37799	0.5	1	6.61392	0.138	0.5	1	18.1159
0.7675	0.337824	0.5	1	7.4003	0.138	0.5	1	18.1159
0.7725	0.303025	0.5	1	8.25014	0.138	0.5	1	18.1159
0.7775	0.273196	0.5	1	9.15093	0.138	0.5	1	18.1159
0.7825	0.247888	0.5	1	10.0852	0.138	0.5	1	18.1159
0.7875	0.226627	0.5	1	11.0313	0.138	0.5	1	18.1159
0.7925	0.208936	0.5	1	11.9654	0.138	0.5	1	18.1159
0.7975	0.194352	0.5	1	12.8633	0.138	0.5	1	18.1159
0.8025	0.182436	0.5	1	13.7035	0.138	0.5	1	18.1159
0.8075	0.172785	0.5	1	14.4688	0.138	0.5	1	18.1159
0.8125	0.165035	0.5	1	15.1483	0.138	0.5	1	18.1159
0.8175	0.158864	0.5	1	15.7367	0.138	0.5	1	18.1159
0.8225	0.153989	0.5	1	16.2349	0.138	0.5	1	18.1159
0.8275	0.150169	0.5	1	16.6479	0.138	0.5	1	18.1159
0.8325	0.147199	0.5	1	16.9838	0.138	0.5	1	18.1159
0.8375	0.144907	0.5	1	17.2524	0.138	0.5	1	18.1159
0.8425	0.143152	0.5	1	17.4639	0.138	0.5	1	18.1159
0.8475	0.141818	0.5	1	17.6283	0.138	0.5	1	18.1159
0.8525	0.140811	0.5	1	17.7543	0.138	0.5	1	18.1159
0.8575	0.140056	0.5	1	17.85	0.138	0.5	1	18.1159
0.8625	0.139495	0.5	1	17.9218	0.138	0.5	1	18.1159
0.8675	0.13908	0.5	1	17.9753	0.138	0.5	1	18.1159
0.8725	0.138775	0.5	1	18.0148	0.138	0.5	1	18.1159
0.8775	0.138553	0.5	1	18.0436	0.138	0.5	1	18.1159
0.8825	0.138392	0.5	1	18.0646	0.138	0.5	1	18.1159
0.8875	0.138276	0.5	1	18.0797	0.138	0.5	1	18.1159
0.8925	0.138194	0.5	1	18.0906	0.138	0.5	1	18.1159
0.8975	0.138135	0.5	1	18.0983	0.138	0.5	1	18.1159
0.9025	0.138093	0.5	1	18.1037	0.138	0.5	1	18.1159
0.9075	0.138064	0.5	1	18.1075	0.138	0.5	1	18.1159
0.9125	0.138044	0.5	1	18.1102	0.138	0.5	1	18.1159
0.9175	0.13803	0.5	1	18.112	0.138	0.5	1	18.1159
0.9225	0.13802	0.5	1	18.1133	0.138	0.5	1	18.1159
0.9275	0.138014	0.5	1	18.1142	0.138	0.5	1	18.1159
0.9325	0.138009	0.5	1	18.1147	0.138	0.5	1	18.1159
0.9375	0.138006	0.5	1	18.1151	0.138	0.5	1	18.1159
0.9425	0.138004	0.5	1	18.1154	0.138	0.5	1	18.1159
0.9475	0.138003	0.5	1	18.1156	0.138	0.5	1	18.1159
0.9525	0.138002	0.5	1	18.1157	0.138	0.5	1	18.1159
0.9575	0.138001	0.5	1	18.1158	0.138	0.5	1	18.1159
0.9625	0.138001	0.5	1	18.1158	0.138	0.5	1	18.1159
0.9675	0.138	0.5	1	18.1159	0.138	0.5	1	18.1159
0.9725	0.138	0.5	1	18.1159	0.138	0.5	1	18.1159
0.9775	0.138	0.5	1	18.1159	0.138	0.5	1	18.1159
0.9825	0.138	0.5	1	18.1159	0.138	0.5	1	18.1159
0.9875	0.138	0.5	1	18.1159	0.138	0.5	1	18.1159
0.9925	0.138	0.5	1	18.1159	0.138	0.5	1	18.1159
0.9975	0.138	0.5	1	18.1159	0.138	0.5	1	18.1159
